Provinsi,Kabupaten,Tahun,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Komposit
Gorontalo,Boalemo,2018,21.85,28.53,48.25,6.78,3.44,67.86,5
Gorontalo,Boalemo,2019,20.33,21.31,30.02,7.37,3.57,68.25,6
Gorontalo,Boalemo,2020,18.87,22.3,24.34,7.17,2.6,68.83,6
Gorontalo,Boalemo,2021,18.57,26.87,17.5,7.71,2.47,69.07,6
Gorontalo,Boalemo,2022,19.0,14.52,17.22,8.05,2.16,69.3,6
Gorontalo,Boalemo,2023,18.74,41.07,11.31,11.01,0.04,69.61,6
Gorontalo,Boalemo,2024,18.38,47.86,16.23,8.21,1.97,69.92,6
Gorontalo,Bone Bolango,2018,17.81,24.05,35.42,8.44,3.31,67.71,5
Gorontalo,Bone Bolango,2019,17.4,15.49,22.37,8.93,2.57,67.95,6
Gorontalo,Bone Bolango,2020,16.12,10.29,24.02,9.12,2.54,68.38,6
Gorontalo,Bone Bolango,2021,15.81,9.73,18.37,9.16,2.38,68.46,6
Gorontalo,Bone Bolango,2022,16.3,7.69,22.05,8.79,2.21,68.52,6
Gorontalo,Bone Bolango,2023,16.05,26.34,18.16,10.27,0.25,68.88,6
Gorontalo,Bone Bolango,2024,15.51,33.85,11.21,8.91,1.84,69.24,6
Gorontalo,Gorontalo,2018,17.65,21.77,48.37,7.66,1.99,66.69,5
Gorontalo,Gorontalo,2019,16.81,14.01,28.64,7.26,1.38,67.45,6
Gorontalo,Gorontalo,2020,18.06,10.83,22.67,7.91,1.58,67.45,6
Gorontalo,Gorontalo,2021,17.56,7.24,21.0,8.08,1.29,67.58,6
Gorontalo,Gorontalo,2022,17.89,11.49,20.79,8.33,1.19,67.69,6
Gorontalo,Gorontalo,2023,17.71,29.08,17.8,10.03,0.32,67.89,6
Gorontalo,Gorontalo,2024,17.48,33.79,16.35,8.63,1.06,68.09,6
Gorontalo,Gorontalo Utara,2018,19.23,36.66,39.2,7.29,4.22,65.12,5
Gorontalo,Gorontalo Utara,2019,18.54,20.86,25.45,7.3,3.77,65.36,6
Gorontalo,Gorontalo Utara,2020,16.95,20.3,22.65,7.65,2.86,65.79,6
Gorontalo,Gorontalo Utara,2021,16.88,18.41,19.09,7.97,2.8,65.87,6
Gorontalo,Gorontalo Utara,2022,17.23,13.17,19.75,8.03,2.69,65.93,6
Gorontalo,Gorontalo Utara,2023,17.24,38.83,19.21,9.42,0.27,66.3,6
Gorontalo,Gorontalo Utara,2024,17.03,50.67,13.44,7.85,2.24,66.67,6
Gorontalo,Kota Gorontalo,2018,5.7,40.14,12.18,10.2,0.08,71.79,6
Gorontalo,Kota Gorontalo,2019,5.57,5.51,6.22,10.45,0.08,72.02,6
Gorontalo,Kota Gorontalo,2020,5.45,1.87,4.97,10.35,0.07,72.42,6
Gorontalo,Kota Gorontalo,2021,5.59,1.87,6.25,10.54,0.07,72.49,6
Gorontalo,Kota Gorontalo,2022,5.93,2.11,4.67,10.41,0.05,72.53,6
Gorontalo,Kota Gorontalo,2023,5.73,2.02,2.26,11.88,0.05,72.88,6
Gorontalo,Kota Gorontalo,2024,5.64,9.89,3.53,10.58,0.04,73.25,6
Gorontalo,Pahuwato,2018,21.27,31.45,13.98,7.54,7.61,62.86,5
Gorontalo,Pahuwato,2019,19.4,17.64,8.14,7.64,6.62,63.25,6
Gorontalo,Pahuwato,2020,18.16,16.33,8.43,8.05,7.04,63.83,6
Gorontalo,Pahuwato,2021,17.62,21.88,7.06,7.71,6.33,64.07,6
Gorontalo,Pahuwato,2022,18.08,18.46,6.39,8.03,5.64,64.3,6
Gorontalo,Pahuwato,2023,17.87,36.66,4.58,9.5,0.85,64.62,6
Gorontalo,Pahuwato,2024,17.64,46.06,3.4,8.28,4.97,64.95,6
Maluku,Buru,2018,17.4,27.15,47.68,8.66,13.93,66.03,5
Maluku,Buru,2019,17.03,18.49,23.14,8.89,11.5,66.16,6
Maluku,Buru,2020,16.74,32.61,27.18,8.8,7.06,66.32,6
Maluku,Buru,2021,16.64,11.65,34.14,8.72,5.62,66.41,6
Maluku,Buru,2022,17.28,8.28,25.52,8.98,5.31,66.44,6
Maluku,Buru,2023,15.82,11.76,27.48,10.24,0.02,66.72,6
Maluku,Buru,2024,16.53,12.45,28.66,9.34,4.57,67.03,6
Maluku,Buru Selatan,2018,16.83,44.97,63.71,7.48,12.85,65.74,3
Maluku,Buru Selatan,2019,16.31,27.49,34.44,7.88,11.83,65.92,3
Maluku,Buru Selatan,2020,16.13,39.37,38.21,8.3,7.67,66.13,3
Maluku,Buru Selatan,2021,15.75,26.15,26.97,8.26,7.23,66.27,3
Maluku,Buru Selatan,2022,15.89,21.95,20.3,7.99,7.03,66.36,3
Maluku,Buru Selatan,2023,14.75,22.58,31.48,11.69,0.02,66.69,3
Maluku,Buru Selatan,2024,15.28,20.34,36.6,8.92,4.08,66.96,3
Maluku,Kepulauan Aru,2018,27.13,34.62,53.89,8.39,15.46,62.34,1
Maluku,Kepulauan Aru,2019,27.12,16.64,35.96,8.7,17.08,62.52,1
Maluku,Kepulauan Aru,2020,26.73,20.52,33.17,8.86,15.77,62.73,1
Maluku,Kepulauan Aru,2021,26.26,15.78,36.41,9.0,14.33,62.87,1
Maluku,Kepulauan Aru,2022,26.53,12.73,29.78,8.86,12.52,62.96,2
Maluku,Kepulauan Aru,2023,23.51,16.66,34.75,10.86,0.01,63.29,2
Maluku,Kepulauan Aru,2024,24.21,15.84,30.55,9.43,11.36,63.57,2
Maluku,Kota Ambon,2018,4.46,46.48,30.4,11.35,0.26,69.92,5
Maluku,Kota Ambon,2019,4.72,8.63,11.41,11.22,0.25,70.12,6
Maluku,Kota Ambon,2020,4.57,5.62,14.27,11.74,0.22,70.35,6
Maluku,Kota Ambon,2021,4.51,2.35,11.98,11.87,0.17,70.52,6
Maluku,Kota Ambon,2022,5.02,3.39,10.72,12.16,0.11,70.63,6
Maluku,Kota Ambon,2023,4.68,6.71,12.25,11.35,0.03,71.0,6
Maluku,Kota Ambon,2024,5.25,2.14,13.2,12.05,0.09,71.37,6
Maluku,Kota Tual,2018,24.0,49.6,43.49,10.11,0.69,64.61,1
Maluku,Kota Tual,2019,23.42,6.22,15.66,10.21,0.63,64.89,3
Maluku,Kota Tual,2020,22.68,6.12,17.21,10.28,0.86,65.21,2
Maluku,Kota Tual,2021,22.51,4.48,15.41,10.65,0.75,65.47,3
Maluku,Kota Tual,2022,23.26,0.77,19.88,10.39,0.68,65.68,3
Maluku,Kota Tual,2023,20.56,6.8,17.9,10.98,0.01,66.16,4
Maluku,Kota Tual,2024,20.68,5.29,12.48,10.7,0.35,66.65,4
Maluku,Maluku Barat Daya,2018,30.18,45.79,72.53,8.32,15.19,61.62,2
Maluku,Maluku Barat Daya,2019,30.2,28.79,48.75,8.19,12.42,61.87,3
Maluku,Maluku Barat Daya,2020,29.43,21.51,36.4,8.46,11.51,62.16,4
Maluku,Maluku Barat Daya,2021,29.15,8.49,29.0,9.09,8.28,62.38,4
Maluku,Maluku Barat Daya,2022,29.55,2.46,31.28,9.36,9.62,62.55,4
Maluku,Maluku Barat Daya,2023,27.64,11.78,37.63,10.35,0.01,62.98,4
Maluku,Maluku Barat Daya,2024,28.78,21.31,39.73,9.31,5.56,63.39,4
Maluku,Maluku Tengah,2018,21.2,41.44,50.88,9.46,10.15,66.06,4
Maluku,Maluku Tengah,2019,20.11,24.59,36.61,9.36,10.09,66.19,4
Maluku,Maluku Tengah,2020,20.04,34.91,27.68,9.9,6.65,66.34,5
Maluku,Maluku Tengah,2021,19.83,21.73,35.15,10.06,5.19,66.42,5
Maluku,Maluku Tengah,2022,19.84,22.04,31.93,9.99,5.04,66.45,5
Maluku,Maluku Tengah,2023,17.46,22.03,25.14,11.62,0.01,66.73,5
Maluku,Maluku Tengah,2024,17.84,13.99,22.59,10.13,4.12,67.04,5
Maluku,Maluku Tenggara,2018,23.87,9.15,53.25,9.38,8.03,64.61,4
Maluku,Maluku Tenggara,2019,23.27,8.01,32.14,9.68,8.76,64.77,4
Maluku,Maluku Tenggara,2020,22.75,13.21,24.27,9.35,1.6,64.95,2
Maluku,Maluku Tenggara,2021,22.57,6.97,21.97,9.89,1.38,65.07,2
Maluku,Maluku Tenggara,2022,22.73,8.75,36.46,9.86,1.44,65.14,2
Maluku,Maluku Tenggara,2023,21.19,13.93,37.06,11.39,0.0,65.46,3
Maluku,Maluku Tenggara,2024,21.79,6.0,32.96,9.74,1.27,65.78,2
Maluku,Maluku Tenggara Barat,2018,27.47,58.08,54.01,9.17,18.29,63.06,1
Maluku,Maluku Tenggara Barat,2019,28.08,39.39,24.46,9.71,21.01,63.19,3
Maluku,Maluku Tenggara Barat,2020,27.25,41.51,27.78,9.76,14.58,63.34,2
Maluku,Maluku Tenggara Barat,2021,27.11,21.58,22.53,9.79,11.69,63.42,2
Maluku,Maluku Tenggara Barat,2022,27.27,22.67,32.48,9.88,7.78,63.45,2
Maluku,Maluku Tenggara Barat,2023,23.88,16.05,30.31,10.83,0.01,63.73,4
Maluku,Maluku Tenggara Barat,2024,24.47,8.86,24.47,10.35,4.93,63.99,2
Maluku,Seram Bagian Barat,2018,25.49,38.68,65.58,8.77,7.19,60.96,3
Maluku,Seram Bagian Barat,2019,25.62,22.21,38.3,9.14,6.67,61.2,4
Maluku,Seram Bagian Barat,2020,25.16,26.8,51.38,9.15,8.21,61.48,3
Maluku,Seram Bagian Barat,2021,25.11,26.67,45.1,9.09,5.02,61.69,3
Maluku,Seram Bagian Barat,2022,25.27,12.57,39.56,9.43,4.58,61.85,4
Maluku,Seram Bagian Barat,2023,22.25,28.79,53.7,10.26,0.02,62.25,3
Maluku,Seram Bagian Barat,2024,22.39,19.9,45.87,9.78,4.36,62.61,4
Maluku,Seram Bagian Timur,2018,23.59,50.45,62.95,7.87,6.33,58.56,3
Maluku,Seram Bagian Timur,2019,23.62,36.69,43.98,8.14,6.12,58.84,3
Maluku,Seram Bagian Timur,2020,23.13,37.95,33.22,8.49,9.65,59.16,4
Maluku,Seram Bagian Timur,2021,23.04,26.32,33.67,8.79,6.63,59.41,3
Maluku,Seram Bagian Timur,2022,23.25,10.59,40.63,8.49,6.03,59.62,4
Maluku,Seram Bagian Timur,2023,20.73,23.45,43.04,10.45,0.02,60.06,5
Maluku,Seram Bagian Timur,2024,21.08,12.56,39.59,8.88,4.38,60.46,5
Maluku Utara,Halmahera Barat,2018,8.74,28.73,61.06,7.89,3.9,65.55,4
Maluku Utara,Halmahera Barat,2019,8.74,19.29,47.36,8.03,3.84,65.78,5
Maluku Utara,Halmahera Barat,2020,8.59,16.56,42.66,8.8,3.47,66.13,3
Maluku Utara,Halmahera Barat,2021,8.82,13.93,39.41,8.96,2.7,66.25,3
Maluku Utara,Halmahera Barat,2022,8.95,5.89,41.07,8.58,3.09,66.34,3
Maluku Utara,Halmahera Barat,2023,8.43,16.09,42.89,9.63,0.06,66.64,3
Maluku Utara,Halmahera Barat,2024,8.74,7.39,42.6,8.65,3.39,66.91,3
Maluku Utara,Halmahera Selatan,2018,4.1,19.86,52.02,7.48,10.07,65.2,5
Maluku Utara,Halmahera Selatan,2019,4.8,22.66,47.6,7.72,9.64,65.42,5
Maluku Utara,Halmahera Selatan,2020,5.03,21.34,41.17,7.9,8.99,65.75,2
Maluku Utara,Halmahera Selatan,2021,5.21,18.33,37.64,7.83,7.62,65.86,2
Maluku Utara,Halmahera Selatan,2022,5.19,18.87,25.57,8.37,6.12,65.93,3
Maluku Utara,Halmahera Selatan,2023,4.99,20.19,40.88,10.72,0.01,66.22,3
Maluku Utara,Halmahera Selatan,2024,5.68,19.71,38.45,8.41,4.27,66.5,3
Maluku Utara,Halmahera Tengah,2018,14.15,23.58,58.61,8.42,10.35,62.8,4
Maluku Utara,Halmahera Tengah,2019,13.94,15.38,25.42,8.54,9.49,63.16,5
Maluku Utara,Halmahera Tengah,2020,14.12,24.81,25.23,8.94,9.01,63.65,4
Maluku Utara,Halmahera Tengah,2021,13.56,12.28,37.44,9.08,8.53,63.91,2
Maluku Utara,Halmahera Tengah,2022,13.52,5.41,34.07,9.12,4.54,64.15,2
Maluku Utara,Halmahera Tengah,2023,12.0,3.85,48.01,9.08,0.12,64.61,2
Maluku Utara,Halmahera Tengah,2024,11.44,4.21,35.58,9.48,3.12,65.06,3
Maluku Utara,Halmahera Timur,2018,15.25,28.41,54.35,7.84,17.34,67.85,5
Maluku Utara,Halmahera Timur,2019,15.02,19.99,47.32,7.85,16.85,68.19,5
Maluku Utara,Halmahera Timur,2020,15.39,24.63,52.02,8.23,19.11,68.64,5
Maluku Utara,Halmahera Timur,2021,15.45,18.14,56.75,8.28,10.79,68.88,5
Maluku Utara,Halmahera Timur,2022,15.04,13.36,31.55,8.19,9.76,69.08,5
Maluku Utara,Halmahera Timur,2023,13.14,19.36,41.75,10.5,0.03,69.5,6
Maluku Utara,Halmahera Timur,2024,12.47,16.77,36.14,8.88,8.88,69.9,6
Maluku Utara,Halmahera Utara,2018,4.22,27.77,48.04,8.34,6.45,68.94,6
Maluku Utara,Halmahera Utara,2019,4.51,23.12,29.37,8.41,6.61,69.15,6
Maluku Utara,Halmahera Utara,2020,4.55,21.13,40.64,8.42,6.21,69.47,6
Maluku Utara,Halmahera Utara,2021,4.45,9.8,39.62,8.57,6.15,69.56,4
Maluku Utara,Halmahera Utara,2022,5.22,10.03,26.41,8.62,4.58,69.61,4
Maluku Utara,Halmahera Utara,2023,4.58,13.76,29.84,10.91,0.01,69.88,6
Maluku Utara,Halmahera Utara,2024,4.62,12.71,27.66,8.87,2.8,70.11,4
Maluku Utara,Kepulauan Sula,2018,8.59,50.39,48.78,8.74,8.2,62.6,3
Maluku Utara,Kepulauan Sula,2019,8.89,27.74,49.65,8.94,7.95,62.83,3
Maluku Utara,Kepulauan Sula,2020,8.98,31.91,36.65,8.88,11.78,63.18,2
Maluku Utara,Kepulauan Sula,2021,8.35,18.17,28.73,9.11,9.78,63.3,3
Maluku Utara,Kepulauan Sula,2022,8.23,10.02,42.61,9.26,7.83,63.39,2
Maluku Utara,Kepulauan Sula,2023,7.64,23.25,50.04,11.38,0.03,63.68,3
Maluku Utara,Kepulauan Sula,2024,8.17,17.48,47.2,9.34,4.27,63.94,3
Maluku Utara,Kota Ternate,2018,2.73,42.2,14.89,11.08,0.12,70.27,6
Maluku Utara,Kota Ternate,2019,3.0,3.31,8.05,11.02,0.12,70.5,6
Maluku Utara,Kota Ternate,2020,3.14,4.81,8.98,11.48,0.12,70.85,6
Maluku Utara,Kota Ternate,2021,3.46,1.75,8.0,11.41,0.12,70.97,6
Maluku Utara,Kota Ternate,2022,3.55,4.44,10.97,11.59,0.09,71.06,6
Maluku Utara,Kota Ternate,2023,3.11,5.23,5.95,11.82,0.01,71.38,6
Maluku Utara,Kota Ternate,2024,3.39,5.25,6.54,11.74,0.12,71.7,6
Maluku Utara,Kota Tidore Kepulauan,2018,5.45,55.88,50.3,9.57,1.0,68.64,3
Maluku Utara,Kota Tidore Kepulauan,2019,5.95,6.53,36.84,9.75,1.0,68.87,4
Maluku Utara,Kota Tidore Kepulauan,2020,6.1,9.32,39.43,9.7,1.0,69.22,4
Maluku Utara,Kota Tidore Kepulauan,2021,6.52,10.62,35.28,10.05,2.77,69.34,4
Maluku Utara,Kota Tidore Kepulauan,2022,6.58,10.32,38.35,10.06,1.82,69.43,4
Maluku Utara,Kota Tidore Kepulauan,2023,5.99,11.81,32.73,10.6,0.02,69.75,5
Maluku Utara,Kota Tidore Kepulauan,2024,6.35,7.71,37.75,10.17,1.44,70.1,5
Maluku Utara,Pulau Morotai,2018,7.07,42.75,57.9,6.68,7.09,66.28,5
Maluku Utara,Pulau Morotai,2019,7.16,30.5,42.32,7.24,9.57,66.58,6
Maluku Utara,Pulau Morotai,2020,7.27,30.37,42.0,7.55,9.22,66.99,6
Maluku Utara,Pulau Morotai,2021,6.46,15.28,37.99,7.63,5.45,67.18,4
Maluku Utara,Pulau Morotai,2022,6.52,12.81,36.44,7.66,5.47,67.35,4
Maluku Utara,Pulau Morotai,2023,5.42,22.17,34.85,9.31,0.03,67.74,3
Maluku Utara,Pulau Morotai,2024,5.38,23.9,33.98,7.91,4.0,68.1,4
Maluku Utara,Pulau Taliabu,2018,7.17,35.57,68.36,7.48,13.35,61.32,2
Maluku Utara,Pulau Taliabu,2019,7.35,20.18,51.62,7.57,13.63,61.58,2
Maluku Utara,Pulau Taliabu,2020,7.53,30.27,58.31,7.86,9.26,61.95,2
Maluku Utara,Pulau Taliabu,2021,7.3,20.46,53.22,8.17,3.82,62.1,2
Maluku Utara,Pulau Taliabu,2022,7.49,18.67,56.98,7.72,6.28,62.22,2
Maluku Utara,Pulau Taliabu,2023,6.88,33.33,46.95,9.48,0.02,62.53,2
Maluku Utara,Pulau Taliabu,2024,7.31,21.22,45.09,8.62,5.23,62.79,2
Papua,Asmat,2018,27.16,74.2,48.54,4.31,79.77,56.32,1
Papua,Asmat,2019,27.41,39.74,96.57,4.08,75.63,56.88,1
Papua,Asmat,2020,26.6,55.48,91.49,4.8,100.0,57.53,1
Papua,Asmat,2021,25.49,39.46,93.45,4.6,73.62,58.05,1
Papua,Asmat,2022,24.83,46.75,88.52,5.52,32.47,58.59,1
Papua,Asmat,2023,24.87,65.27,88.08,8.54,0.3,58.9,1
Papua,Asmat,2024,24.36,42.02,83.74,6.3,40.28,59.19,2
Papua,Biak Numfor,2018,25.44,56.0,30.18,8.85,38.77,67.87,2
Papua,Biak Numfor,2019,25.72,17.69,35.56,9.68,37.89,68.0,2
Papua,Biak Numfor,2020,25.5,15.74,28.46,10.57,19.31,68.2,2
Papua,Biak Numfor,2021,24.57,11.32,27.83,10.1,3.3,68.25,2
Papua,Biak Numfor,2022,24.45,18.08,27.62,9.58,2.71,68.29,2
Papua,Biak Numfor,2023,24.48,12.94,35.91,11.58,0.02,68.5,2
Papua,Biak Numfor,2024,23.53,8.7,39.3,10.17,1.82,68.74,2
Papua,Boven Digoel,2018,19.9,37.86,39.28,8.08,50.55,58.77,2
Papua,Boven Digoel,2019,20.35,31.19,39.04,7.68,52.15,59.16,2
Papua,Boven Digoel,2020,19.66,28.82,35.8,8.66,100.0,59.64,1
Papua,Boven Digoel,2021,19.41,20.79,39.54,8.24,39.21,59.97,1
Papua,Boven Digoel,2022,19.9,21.19,49.54,8.4,28.48,60.32,1
Papua,Boven Digoel,2023,20.04,27.69,47.06,11.44,0.05,60.64,1
Papua,Boven Digoel,2024,19.8,22.29,39.3,9.16,35.64,60.97,2
Papua,Deiyai,2018,43.63,55.44,59.74,1.95,12.45,64.63,1
Papua,Deiyai,2019,43.49,24.37,99.73,1.49,12.37,64.83,1
Papua,Deiyai,2020,43.65,9.73,100.0,1.49,83.07,65.11,1
Papua,Deiyai,2021,41.76,6.39,99.24,2.83,100.0,65.24,1
Papua,Deiyai,2022,40.59,12.42,100.0,2.09,19.19,65.36,1
Papua,Deiyai,2023,40.31,77.43,99.34,11.01,0.18,65.66,1
Papua,Deiyai,2024,38.66,52.5,92.0,2.23,20.93,65.93,1
Papua,Dogiyai,2018,30.36,60.68,88.03,4.47,26.24,65.12,1
Papua,Dogiyai,2019,30.48,26.48,92.3,2.07,26.18,65.32,1
Papua,Dogiyai,2020,31.12,42.99,96.91,2.56,100.0,65.6,1
Papua,Dogiyai,2021,28.62,26.26,98.7,2.78,66.71,65.73,1
Papua,Dogiyai,2022,28.81,23.59,93.51,3.37,45.56,65.85,1
Papua,Dogiyai,2023,29.48,10.79,76.03,10.87,0.03,66.13,1
Papua,Dogiyai,2024,29.2,49.11,66.66,4.3,12.95,66.39,1
